event_id,recording_id,audio_relative_path,label_mode,raw_class_label,class_id,onset_s,offset_s,source_start_fraction,source_end_fraction,source_event_length_s,source_row
datased:monophonic:002124,S-0386,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0386.wav,monophonic,Chicken coop,chicken_coop,93.86,95.98,0.88,0.9,2.13,2125
datased:monophonic:002125,S-0386,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0386.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,96.3,100.81,0.9,0.95,4.51,2126
datased:monophonic:002126,S-0386,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0386.wav,monophonic,Chicken coop,chicken_coop,101.01,103.55,0.95,0.97,2.54,2127
datased:monophonic:002127,S-0386,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0386.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,103.65,105.64,0.97,0.99,2.0,2128
datased:monophonic:002128,S-0387,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0387.wav,monophonic,Chicken coop,chicken_coop,1.32,3.62,0.02,0.04,2.3,2129
datased:monophonic:002129,S-0387,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0387.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,3.83,16.23,0.04,0.19,12.4,2130
datased:monophonic:002130,S-0387,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0387.wav,monophonic,Chicken coop,chicken_coop,16.28,18.58,0.19,0.21,2.3,2131
datased:monophonic:002131,S-0387,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0387.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,18.79,28.83,0.22,0.33,10.04,2132
datased:monophonic:002132,S-0387,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0387.wav,monophonic,Chicken coop,chicken_coop,28.99,31.76,0.34,0.37,2.77,2133
datased:monophonic:002133,S-0387,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0387.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,31.87,40.24,0.37,0.47,8.37,2134
datased:monophonic:002134,S-0387,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0387.wav,monophonic,Chicken coop,chicken_coop,40.34,42.75,0.47,0.49,2.41,2135
datased:monophonic:002135,S-0387,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0387.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,42.85,51.64,0.5,0.6,8.79,2136
datased:monophonic:002136,S-0387,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0387.wav,monophonic,Chicken coop,chicken_coop,51.85,54.41,0.6,0.63,2.56,2137
datased:monophonic:002137,S-0387,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0387.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,54.46,64.14,0.63,0.74,9.68,2138
datased:monophonic:002138,S-0387,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0387.wav,monophonic,Chicken coop,chicken_coop,64.3,66.86,0.74,0.77,2.56,2139
datased:monophonic:002139,S-0387,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0387.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,66.91,79.36,0.77,0.92,12.45,2140
datased:monophonic:002140,S-0387,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0387.wav,monophonic,Chicken coop,chicken_coop,79.57,81.56,0.92,0.94,1.99,2141
datased:monophonic:002141,S-0387,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0387.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,81.61,84.65,0.94,0.98,3.03,2142
datased:monophonic:002142,S-0387,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0387.wav,monophonic,Birds,birds,84.7,85.54,0.98,0.99,0.84,2143
datased:monophonic:002143,S-0388,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0388.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,0.0,3.65,0.0,0.03,3.65,2144
datased:monophonic:002144,S-0388,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0388.wav,monophonic,Chicken coop,chicken_coop,3.73,6.38,0.03,0.06,2.64,2145
datased:monophonic:002145,S-0388,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0388.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,6.77,19.04,0.06,0.18,12.27,2146
datased:monophonic:002146,S-0388,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0388.wav,monophonic,Chicken coop,chicken_coop,19.24,21.64,0.18,0.2,2.4,2147
datased:monophonic:002147,S-0388,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0388.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,22.03,25.32,0.21,0.24,3.29,2148
datased:monophonic:002148,S-0388,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0388.wav,monophonic,Chicken coop,chicken_coop,25.41,26.97,0.24,0.25,1.56,2149
datased:monophonic:002149,S-0388,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0388.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,27.42,34.82,0.26,0.32,7.4,2150
datased:monophonic:002150,S-0388,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0388.wav,monophonic,Chicken coop,chicken_coop,34.95,37.62,0.33,0.35,2.66,2151
datased:monophonic:002151,S-0388,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0388.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,37.75,49.24,0.35,0.46,11.5,2152
datased:monophonic:002152,S-0388,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0388.wav,monophonic,Chicken coop,chicken_coop,49.37,50.73,0.46,0.47,1.36,2153
datased:monophonic:002153,S-0388,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0388.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,50.86,52.62,0.47,0.49,1.75,2154
datased:monophonic:002154,S-0388,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0388.wav,monophonic,Chicken coop,chicken_coop,52.81,55.28,0.49,0.52,2.47,2155
datased:monophonic:002155,S-0388,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0388.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,55.41,68.53,0.52,0.64,13.12,2156
datased:monophonic:002156,S-0388,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0388.wav,monophonic,Chicken coop,chicken_coop,68.79,71.78,0.64,0.67,2.99,2157
datased:monophonic:002157,S-0388,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0388.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,71.91,78.6,0.67,0.73,6.69,2158
datased:monophonic:002158,S-0388,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0388.wav,monophonic,Chicken coop,chicken_coop,78.99,81.45,0.74,0.76,2.47,2159
datased:monophonic:002159,S-0388,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0388.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,81.52,83.99,0.76,0.78,2.47,2160
datased:monophonic:002160,S-0388,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0388.wav,monophonic,Chicken coop,chicken_coop,84.44,87.36,0.79,0.81,2.92,2161
datased:monophonic:002161,S-0388,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0388.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,87.49,107.3,0.82,1.0,19.81,2162
datased:monophonic:002162,S-0389,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0389.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,0.0,1.74,0.0,0.03,1.74,2163
datased:monophonic:002163,S-0389,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0389.wav,monophonic,Jet aircrafts,jet_aircrafts,2.14,27.2,0.04,0.47,25.06,2164
datased:monophonic:002164,S-0389,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0389.wav,monophonic,Chicken coop,chicken_coop,27.44,28.84,0.47,0.5,1.4,2165
datased:monophonic:002165,S-0389,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0389.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,29.01,31.43,0.5,0.54,2.42,2166
datased:monophonic:002166,S-0389,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0389.wav,monophonic,Chicken coop,chicken_coop,31.47,33.74,0.54,0.58,2.28,2167
datased:monophonic:002167,S-0389,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0389.wav,monophonic,Jet aircrafts,jet_aircrafts,33.74,45.15,0.58,0.78,11.4,2168
datased:monophonic:002168,S-0389,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0389.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,45.32,47.46,0.78,0.82,2.14,2169
datased:monophonic:002169,S-0389,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0389.wav,monophonic,Chicken coop,chicken_coop,47.79,49.79,0.83,0.86,2.0,2170
datased:monophonic:002170,S-0389,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0389.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,49.82,54.17,0.86,0.94,4.34,2171
datased:monophonic:002171,S-0389,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0389.wav,monophonic,Chicken coop,chicken_coop,54.27,56.49,0.94,0.98,2.22,2172
datased:monophonic:002172,S-0389,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0389.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,56.52,57.22,0.98,0.99,0.7,2173
datased:monophonic:002173,S-0390,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0390.wav,monophonic,Birds,birds,0.0,2.29,0.0,0.19,2.29,2174
datased:monophonic:002174,S-0390,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0390.wav,monophonic,Chicken coop,chicken_coop,2.32,3.59,0.19,0.3,1.27,2175
datased:monophonic:002175,S-0390,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0390.wav,monophonic,Birds,birds,3.61,5.78,0.3,0.48,2.17,2176
datased:monophonic:002176,S-0390,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0390.wav,monophonic,Chicken coop,chicken_coop,5.78,7.83,0.48,0.65,2.05,2177
datased:monophonic:002177,S-0390,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0390.wav,monophonic,Birds,birds,7.84,8.79,0.65,0.73,0.95,2178
datased:monophonic:002178,S-0390,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0390.wav,monophonic,Chicken coop,chicken_coop,8.87,11.93,0.74,0.99,3.07,2179
datased:monophonic:002179,S-0391,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0391.wav,monophonic,Chicken coop,chicken_coop,0.3,2.45,0.05,0.42,2.15,2180
datased:monophonic:002180,S-0391,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0391.wav,monophonic,Chicken coop,chicken_coop,4.13,5.8,0.7,0.99,1.67,2181
datased:monophonic:002181,S-0392,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0392.wav,monophonic,Chicken coop,chicken_coop,0.0,1.63,0.0,0.02,1.63,2182
datased:monophonic:002182,S-0392,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0392.wav,monophonic,Propeller aircrafts,propeller_aircrafts,2.14,20.71,0.03,0.26,18.57,2183
datased:monophonic:002183,S-0392,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0392.wav,monophonic,Crows seagulls and magpies,crows_seagulls_magpies,29.47,30.94,0.36,0.38,1.47,2184
datased:monophonic:002184,S-0392,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0392.wav,monophonic,Chicken coop,chicken_coop,31.77,35.83,0.39,0.44,4.06,2185
datased:monophonic:002185,S-0392,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0392.wav,monophonic,Birds,birds,38.92,40.48,0.48,0.5,1.57,2186
datased:monophonic:002186,S-0392,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0392.wav,monophonic,Birds,birds,43.62,45.23,0.54,0.56,1.62,2187
datased:monophonic:002187,S-0392,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0392.wav,monophonic,Birds,birds,48.56,49.73,0.6,0.62,1.17,2188
datased:monophonic:002188,S-0392,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0392.wav,monophonic,Propeller aircrafts,propeller_aircrafts,49.93,55.79,0.62,0.69,5.87,2189
datased:monophonic:002189,S-0392,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0392.wav,monophonic,Chicken coop,chicken_coop,55.9,57.61,0.69,0.71,1.71,2190
datased:monophonic:002190,S-0392,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0392.wav,monophonic,Propeller aircrafts,propeller_aircrafts,57.82,63.88,0.72,0.79,6.06,2191
datased:monophonic:002191,S-0392,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0392.wav,monophonic,Chicken coop,chicken_coop,63.98,67.4,0.79,0.83,3.43,2192
datased:monophonic:002192,S-0392,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0392.wav,monophonic,Propeller aircrafts,propeller_aircrafts,67.52,78.44,0.84,0.97,10.92,2193
datased:monophonic:002193,S-0392,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0392.wav,monophonic,Crows seagulls and magpies,crows_seagulls_magpies,78.94,80.06,0.98,0.99,1.13,2194
datased:monophonic:002194,S-0393,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0393.wav,monophonic,Chicken coop,chicken_coop,0.1,2.01,0.0,0.04,1.91,2195
datased:monophonic:002195,S-0393,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0393.wav,monophonic,Birds,birds,2.73,5.95,0.05,0.12,3.22,2196
datased:monophonic:002196,S-0393,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0393.wav,monophonic,Vehicle pass-by,vehicle_pass_by,6.27,12.59,0.12,0.24,6.32,2197
datased:monophonic:002197,S-0393,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0393.wav,monophonic,Chicken coop,chicken_coop,13.47,15.44,0.26,0.3,1.97,2198
datased:monophonic:002198,S-0393,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0393.wav,monophonic,Chicken coop,chicken_coop,17.13,19.04,0.33,0.37,1.91,2199
datased:monophonic:002199,S-0393,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0393.wav,monophonic,Chicken coop,chicken_coop,22.74,24.24,0.44,0.47,1.5,2200
datased:monophonic:002200,S-0393,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0393.wav,monophonic,Chicken coop,chicken_coop,26.93,29.09,0.52,0.56,2.16,2201
datased:monophonic:002201,S-0393,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0393.wav,monophonic,Chicken coop,chicken_coop,31.63,33.79,0.61,0.65,2.16,2202
datased:monophonic:002202,S-0393,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0393.wav,monophonic,Chicken coop,chicken_coop,35.79,37.17,0.69,0.72,1.38,2203
datased:monophonic:002203,S-0393,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0393.wav,monophonic,Chicken coop,chicken_coop,38.39,40.71,0.74,0.79,2.32,2204
datased:monophonic:002204,S-0393,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0393.wav,monophonic,Chicken coop,chicken_coop,41.83,43.62,0.81,0.84,1.78,2205
datased:monophonic:002205,S-0393,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0393.wav,monophonic,Chicken coop,chicken_coop,46.22,47.69,0.89,0.92,1.47,2206
datased:monophonic:002206,S-0393,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0393.wav,monophonic,Chicken coop,chicken_coop,49.28,50.29,0.95,0.97,1.0,2207
datased:monophonic:002207,S-0394,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0394.wav,monophonic,Voices,voices,0.68,5.17,0.05,0.4,4.49,2208
datased:monophonic:002208,S-0394,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0394.wav,monophonic,Glass breaking,glass_breaking,5.49,7.13,0.42,0.55,1.64,2209
datased:monophonic:002209,S-0394,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0394.wav,monophonic,Voices,voices,7.3,8.22,0.56,0.64,0.92,2210
datased:monophonic:002210,S-0394,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0394.wav,monophonic,Voices,voices,8.96,10.04,0.69,0.78,1.08,2211
datased:monophonic:002211,S-0394,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0394.wav,monophonic,Glass breaking,glass_breaking,10.74,12.04,0.83,0.93,1.31,2212
datased:monophonic:002212,S-0395,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0395.wav,monophonic,Birds,birds,0.0,35.98,0.0,0.19,35.98,2213
datased:monophonic:002213,S-0395,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0395.wav,monophonic,Jet aircrafts,jet_aircrafts,36.54,58.6,0.2,0.32,22.07,2214
datased:monophonic:002214,S-0395,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0395.wav,monophonic,Birds,birds,78.65,101.28,0.43,0.55,22.63,2215
datased:monophonic:002215,S-0395,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0395.wav,monophonic,Train,train,101.5,117.63,0.55,0.64,16.13,2216
datased:monophonic:002216,S-0395,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0395.wav,monophonic,Jet aircrafts,jet_aircrafts,127.37,141.71,0.69,0.77,14.34,2217
datased:monophonic:002217,S-0396,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0396.wav,monophonic,Train,train,7.27,22.65,0.03,0.11,15.38,2218
datased:monophonic:002218,S-0396,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0396.wav,monophonic,Vehicle idling,vehicle_idling,61.81,76.93,0.29,0.37,15.13,2219
datased:monophonic:002219,S-0396,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0396.wav,monophonic,Chicken coop,chicken_coop,131.21,133.63,0.62,0.64,2.42,2220
datased:monophonic:002220,S-0396,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0396.wav,monophonic,Chicken coop,chicken_coop,134.01,139.09,0.64,0.66,5.08,2221
datased:monophonic:002221,S-0396,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0396.wav,monophonic,Lawn mower brush cutter and olive shaker,lawn_mower_brush_cutter_olive_shaker,157.78,171.64,0.75,0.82,13.86,2222
datased:monophonic:002222,S-0396,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0396.wav,monophonic,Train,train,172.78,185.75,0.82,0.88,12.97,2223
datased:monophonic:002223,S-0397,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0397.wav,monophonic,Lawn mower brush cutter and olive shaker,lawn_mower_brush_cutter_olive_shaker,0.0,20.28,0.0,0.16,20.28,2224
datased:monophonic:002224,S-0397,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0397.wav,monophonic,Train,train,23.9,34.75,0.19,0.28,10.85,2225
datased:monophonic:002225,S-0397,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0397.wav,monophonic,Vehicle pass-by,vehicle_pass_by,40.7,47.1,0.33,0.38,6.4,2226
datased:monophonic:002226,S-0397,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0397.wav,monophonic,Lawn mower brush cutter and olive shaker,lawn_mower_brush_cutter_olive_shaker,50.45,95.02,0.41,0.76,44.57,2227
datased:monophonic:002227,S-0397,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0397.wav,monophonic,Vehicle pass-by,vehicle_pass_by,96.75,103.66,0.78,0.83,6.91,2228
datased:monophonic:002228,S-0397,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0397.wav,monophonic,Lawn mower brush cutter and olive shaker,lawn_mower_brush_cutter_olive_shaker,103.78,123.95,0.83,1.0,20.17,2229
datased:monophonic:002229,S-0398,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0398.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,5.86,17.4,0.05,0.14,11.54,2230
datased:monophonic:002230,S-0398,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0398.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,22.19,32.13,0.18,0.26,9.95,2231
datased:monophonic:002231,S-0398,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0398.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,39.04,48.84,0.31,0.39,9.8,2232
datased:monophonic:002232,S-0398,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0398.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,55.9,65.47,0.45,0.52,9.57,2233
datased:monophonic:002233,S-0398,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0398.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,72.3,80.96,0.58,0.65,8.66,2234
datased:monophonic:002234,S-0398,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0398.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,87.87,92.35,0.7,0.74,4.48,2235
datased:monophonic:002235,S-0398,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0398.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,100.47,105.71,0.8,0.84,5.24,2236
datased:monophonic:002236,S-0398,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0398.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,113.46,121.58,0.9,0.97,8.12,2237
datased:monophonic:002237,S-0399,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0399.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,3.72,13.34,0.02,0.07,9.61,2238
datased:monophonic:002238,S-0399,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0399.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,19.25,33.43,0.09,0.16,14.18,2239
datased:monophonic:002239,S-0399,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0399.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,39.35,46.37,0.19,0.23,7.03,2240
datased:monophonic:002240,S-0399,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0399.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,52.41,60.3,0.26,0.3,7.89,2241
datased:monophonic:002241,S-0399,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0399.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,67.21,76.33,0.33,0.37,9.12,2242
datased:monophonic:002242,S-0399,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0399.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,83.85,89.27,0.41,0.44,5.42,2243
datased:monophonic:002243,S-0399,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0399.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,94.69,100.24,0.46,0.49,5.55,2244
datased:monophonic:002244,S-0399,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0399.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,105.91,110.97,0.52,0.54,5.05,2245
datased:monophonic:002245,S-0399,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0399.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,116.51,124.16,0.57,0.61,7.64,2246
datased:monophonic:002246,S-0399,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0399.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,129.21,135.37,0.63,0.66,6.16,2247
datased:monophonic:002247,S-0399,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0399.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,139.81,146.1,0.69,0.72,6.29,2248
datased:monophonic:002248,S-0399,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0399.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,150.9,156.45,0.74,0.77,5.55,2249
datased:monophonic:002249,S-0399,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0399.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,161.14,166.68,0.79,0.82,5.55,2250
datased:monophonic:002250,S-0399,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0399.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,171.12,177.16,0.84,0.87,6.04,2251
datased:monophonic:002251,S-0399,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0399.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,182.71,196.51,0.9,0.96,13.81,2252
datased:monophonic:002252,S-0400,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0400.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,5.05,19.18,0.04,0.16,14.13,2253
datased:monophonic:002253,S-0400,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0400.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,26.95,36.72,0.22,0.3,9.77,2254
datased:monophonic:002254,S-0400,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0400.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,44.93,52.48,0.37,0.43,7.55,2255
datased:monophonic:002255,S-0400,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0400.wav,monophonic,Cicadas and crickets,cicadas_and_crickets,62.54,72.23,0.51,0.59,9.69,2256
