recording_id,leakage_group,split
S-0516,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0516.wav,validation
S-0517,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0517.wav,test
S-0518,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0518.wav,train
S-0519,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0519.wav,validation
S-0520,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0520.wav,train
S-0521,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0521.wav,test
S-0522,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0522.wav,train
S-0523,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0523.wav,test
S-0524,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0524.wav,test
S-0525,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0525.wav,validation
S-0526,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0526.wav,validation
S-0527,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0527.wav,train
S-0528,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0528.wav,validation
S-0529,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0529.wav,train
S-0530,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0530.wav,validation
S-0531,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0531.wav,train
S-0532,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0532.wav,train
S-0533,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0533.wav,validation
S-0534,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0534.wav,train
S-0535,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0535.wav,train
S-0536,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0536.wav,train
S-0537,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0537.wav,test
S-0538,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0538.wav,train
S-0539,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0539.wav,train
S-0540,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0540.wav,validation
S-0541,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0541.wav,train
S-0542,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0542.wav,test
S-0543,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0543.wav,test
S-0544,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0544.wav,validation
S-0545,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0545.wav,train
S-0546,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0546.wav,train
S-0547,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0547.wav,validation
S-0548,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0548.wav,test
S-0549,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0549.wav,train
S-0550,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0550.wav,train
S-0551,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0551.wav,train
S-0552,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0552.wav,train
S-0553,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0553.wav,validation
S-0554,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0554.wav,train
S-0555,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0555.wav,train
S-0556,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0556.wav,train
S-0557,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0557.wav,train
S-0558,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0558.wav,train
S-0559,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0559.wav,train
S-0560,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0560.wav,train
S-0561,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0561.wav,train
S-0562,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0562.wav,train
S-0563,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0563.wav,test
S-0564,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0564.wav,test
S-0565,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0565.wav,train
S-0566,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0566.wav,train
S-0567,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0567.wav,train
S-0568,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0568.wav,test
S-0569,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0569.wav,train
S-0570,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0570.wav,validation
S-0571,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0570.wav,validation
S-0572,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0569.wav,train
S-0573,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0573.wav,test
S-0574,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0574.wav,train
S-0575,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0575.wav,validation
S-0576,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0575.wav,validation
S-0577,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0577.wav,validation
S-0578,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0578.wav,train
S-0579,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0579.wav,train
S-0580,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0580.wav,train
S-0581,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0581.wav,test
S-0582,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0582.wav,test
S-0583,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0583.wav,train
S-0584,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0584.wav,validation
S-0585,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0397.wav,train
S-0586,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0586.wav,test
S-0587,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0587.wav,train
S-0588,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0588.wav,train
S-0589,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0108.wav,train
S-0590,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0590.wav,test
S-0591,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0591.wav,train
S-0592,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0592.wav,train
S-0593,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0593.wav,train
S-0594,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0594.wav,validation
S-0595,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0595.wav,validation
S-0596,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0596.wav,train
S-0597,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0597.wav,validation
S-0598,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0598.wav,validation
S-0599,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0599.wav,train
S-0600,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0600.wav,test
S-0601,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0601.wav,train
S-0602,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0602.wav,test
S-0603,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0603.wav,train
S-0604,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0604.wav,validation
S-0605,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0605.wav,train
S-0606,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0606.wav,validation
S-0607,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0607.wav,train
S-0608,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0608.wav,train
S-0609,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0609.wav,validation
S-0610,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0610.wav,validation
S-0611,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0611.wav,train
S-0612,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0612.wav,train
S-0613,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0613.wav,train
S-0614,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0614.wav,validation
S-0615,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0615.wav,test
S-0616,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0616.wav,train
S-0617,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0617.wav,test
S-0618,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0618.wav,train
S-0619,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0619.wav,train
S-0620,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0620.wav,train
S-0621,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0621.wav,validation
S-0622,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0606.wav,validation
S-0623,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0621.wav,validation
S-0624,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0624.wav,train
S-0625,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0625.wav,train
S-0626,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0626.wav,validation
S-0627,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0627.wav,train
S-0628,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0628.wav,train
S-0629,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0629.wav,test
S-0630,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0630.wav,validation
S-0631,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0631.wav,train
S-0632,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0632.wav,train
S-0633,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0633.wav,train
S-0634,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0634.wav,train
S-0635,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0635.wav,train
S-0636,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0636.wav,test
S-0637,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0637.wav,validation
S-0638,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0638.wav,train
S-0639,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0639.wav,train
S-0640,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0640.wav,train
S-0641,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0641.wav,test
S-0642,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0642.wav,validation
S-0643,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0643.wav,train
S-0644,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0644.wav,train
S-0645,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0645.wav,train
S-0646,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0646.wav,test
S-0647,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0647.wav,train
S-0648,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0648.wav,train
S-0649,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0649.wav,train
S-0650,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0650.wav,validation
S-0651,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0651.wav,train
S-0652,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0652.wav,train
S-0653,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0653.wav,train
S-0654,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0654.wav,train
S-0655,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0655.wav,train
S-0656,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0656.wav,test
S-0657,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0657.wav,train
S-0658,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0658.wav,train
S-0659,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0659.wav,train
S-0660,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0660.wav,validation
S-0661,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0661.wav,train
S-0662,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0662.wav,validation
S-0663,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0663.wav,train
S-0664,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0664.wav,validation
S-0665,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0665.wav,test
S-0666,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0666.wav,train
S-0667,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0667.wav,validation
S-0668,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0668.wav,test
S-0669,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0669.wav,train
S-0670,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0670.wav,validation
S-0671,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0671.wav,validation
S-0672,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0672.wav,train
S-0673,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0673.wav,test
S-0674,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0674.wav,train
S-0675,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0675.wav,train
S-0676,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0676.wav,train
S-0677,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0677.wav,train
S-0678,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0678.wav,train
S-0679,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0679.wav,train
S-0680,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0680.wav,train
S-0681,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0681.wav,test
S-0682,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0682.wav,train
S-0683,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0683.wav,train
S-0684,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0684.wav,train
S-0685,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0685.wav,train
S-0686,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0686.wav,train
S-0687,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0687.wav,train
S-0688,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0688.wav,train
S-0689,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0689.wav,test
S-0690,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0690.wav,validation
S-0691,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0691.wav,train
S-0692,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0692.wav,validation
S-0693,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0693.wav,validation
S-0694,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0694.wav,train
S-0695,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0695.wav,train
S-0696,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0696.wav,train
S-0697,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0697.wav,train
S-0698,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0698.wav,train
S-0699,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0699.wav,validation
S-0700,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0700.wav,validation
S-0701,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0701.wav,train
S-0702,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0702.wav,test
S-0703,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0703.wav,validation
S-0704,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0704.wav,train
S-0705,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0705.wav,train
S-0706,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0706.wav,validation
S-0707,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0707.wav,train
S-0708,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0708.wav,validation
S-0709,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0709.wav,train
S-0710,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0710.wav,train
S-0711,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0711.wav,test
S-0712,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0712.wav,train
S-0713,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0713.wav,train
S-0714,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0714.wav,validation
S-0715,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0715.wav,train
S-0716,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0716.wav,test
S-0717,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0717.wav,test
