left_file_id,right_file_id,tier,similarity,overlap_s,verdict
datasec:DATASEC/Music/Music-0168.wav,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0606.wav,T3,0.874439,3.000,review
datasec:DATASEC/Music/Music-0168.wav,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0622.wav,T3,0.874439,3.000,review
datasec:DATASEC/Voices/Voices-0433.wav,datasec:DATASEC/Voices/Voices-0651.wav,T3,0.874386,3.500,review
datasec:DATASEC/Music/Music-0168.wav,datasec:DATASEC/Music/Music-0225.wav,T3,0.874370,3.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0046.wav,datasec:DATASEC/Glass breaking/Glass breaking-0050.wav,T3,0.874359,4.500,review
datasec:DATASEC/Voices/Voices-1273.wav,datasec:DATASEC/Voices/Voices-1316.wav,T3,0.874321,3.000,review
datasec:DATASEC/Music/Music-0037.wav,datasec:DATASEC/Music/Music-0841.wav,T3,0.874221,3.000,review
datasec:DATASEC/Voices/Voices-1278.wav,datasec:DATASEC/Voices/Voices-1304.wav,T3,0.874218,5.000,review
datasec:DATASEC/Voices/Voices-1288.wav,datasec:DATASEC/Voices/Voices-1318.wav,T3,0.874191,3.000,review
datasec:DATASEC/Music/Music-0328.wav,datasec:DATASEC/Music/Music-0841.wav,T3,0.874181,5.000,review
datasec:DATASEC/Cicadas and crickets/Cicadas/Cicadas-0048.wav,datasec:DATASEC/Cicadas and crickets/Cicadas/Cicadas-0049.wav,T3,0.874137,3.500,review
datasec:DATASEC/Voices/Voices-1308.wav,datasec:DATASEC/Voices/Voices-1328.wav,T3,0.874027,4.500,review
datasec:DATASEC/Voices/Voices-1321.wav,datasec:DATASEC/Voices/Voices-1322.wav,T3,0.874017,4.000,review
datasec:DATASEC/Voices/Voices-0374.wav,datasec:DATASEC/Voices/Voices-0651.wav,T3,0.874016,3.000,review
datasec:DATASEC/Music/Music-0110.wav,datasec:DATASEC/Music/Music-0127.wav,T3,0.873940,5.000,review
datasec:DATASEC/Music/Music-0835.wav,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0606.wav,T3,0.873928,3.000,review
datasec:DATASEC/Music/Music-0835.wav,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0622.wav,T3,0.873928,3.000,review
datasec:DATASEC/Music/Music-0033.wav,datasec:DATASEC/Music/Music-0198.wav,T3,0.873915,3.500,review
datasec:DATASEC/Voices/Voices-0374.wav,datasec:DATASEC/Voices/Voices-1801.wav,T3,0.873896,3.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0034.wav,datasec:DATASEC/Glass breaking/Glass breaking-0040.wav,T3,0.873807,56.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0075.wav,datasec:DATASEC/Glass breaking/Glass breaking-0079.wav,T3,0.873734,6.000,review
datasec:DATASEC/Voices/Voices-0814.wav,datasec:DATASEC/Voices/Voices-0840.wav,T3,0.873665,3.000,review
datasec:DATASEC/Voices/Voices-0826.wav,datasec:DATASEC/Voices/Voices-0896.wav,T3,0.873631,4.000,review
datasec:DATASEC/Voices/Voices-1232.wav,datasec:DATASEC/Voices/Voices-1278.wav,T3,0.873568,3.000,review
datasec:DATASEC/Voices/Voices-0276.wav,datasec:DATASEC/Voices/Voices-1812.wav,T3,0.873543,3.000,review
datasec:DATASEC/Voices/Voices-1288.wav,datasec:DATASEC/Voices/Voices-1322.wav,T3,0.873541,3.500,review
datasec:DATASEC/Voices/Voices-1282.wav,datasec:DATASEC/Voices/Voices-1288.wav,T3,0.873537,3.000,review
datasec:DATASEC/Music/Music-0167.wav,datasec:DATASEC/Music/Music-0198.wav,T3,0.873479,3.000,review
datasec:DATASEC/Workshop/saw/saw-0038.wav,datasec:DATASEC/Workshop/saw/saw-0039.wav,T3,0.873448,4.500,review
datasec:DATASEC/Music/Music-0891.wav,datasec:DATASEC/Voices/Voices-1232.wav,T3,0.873434,3.000,review
datasec:DATASEC/Music/Music-0352.wav,datasec:DATASEC/Music/Music-0371.wav,T3,0.873417,30.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0022.wav,datasec:DATASEC/Glass breaking/Glass breaking-0070.wav,T3,0.873335,14.500,review
datasec:DATASEC/Voices/Voices-0915.wav,datasec:DATASEC/Voices/Voices-1411.wav,T3,0.873184,3.500,review
datasec:DATASEC/Voices/Voices-1252.wav,datasec:DATASEC/Voices/Voices-1253.wav,T3,0.873101,3.500,review
datasec:DATASEC/Voices/Voices-0640.wav,datasec:DATASEC/Voices/Voices-0677.wav,T3,0.872961,3.500,review
datasec:DATASEC/Voices/Voices-0758.wav,datasec:DATASEC/Voices/Voices-1262.wav,T3,0.872960,3.000,review
datasec:DATASEC/Voices/Voices-0433.wav,datasec:DATASEC/Voices/Voices-0441.wav,T3,0.872927,3.000,review
datasec:DATASEC/Voices/Voices-1206.wav,datasec:DATASEC/Voices/Voices-1228.wav,T3,0.872920,3.000,review
datasec:DATASEC/Voices/Voices-1411.wav,datasec:DATASEC/Voices/Voices-1478.wav,T3,0.872914,4.000,review
datasec:DATASEC/Voices/Voices-0610.wav,datasec:DATASEC/Voices/Voices-0667.wav,T3,0.872909,4.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0055.wav,datasec:DATASEC/Glass breaking/Glass breaking-0081.wav,T3,0.872875,4.500,review
datasec:DATASEC/Voices/Voices-1282.wav,datasec:DATASEC/Voices/Voices-1323.wav,T3,0.872865,3.000,review
datasec:DATASEC/Voices/Voices-0995.wav,datasec:DATASEC/Voices/Voices-1015.wav,T3,0.872727,3.000,review
datasec:DATASEC/Voices/Voices-0758.wav,datasec:DATASEC/Voices/Voices-1232.wav,T3,0.872723,3.000,review
datasec:DATASEC/Voices/Voices-0643.wav,datasec:DATASEC/Voices/Voices-0677.wav,T3,0.872709,3.000,review
datasec:DATASEC/Voices/Voices-0643.wav,datasec:DATASEC/Voices/Voices-0681.wav,T3,0.872561,3.000,review
datasec:DATASEC/Music/Music-0328.wav,datasec:DATASEC/Music/Music-0880.wav,T3,0.872552,3.000,review
datasec:DATASEC/Thunder fireworks and gunshot/Fireworks/Fireworks-0038.wav,datasec:DATASEC/Voices/Voices-1232.wav,T3,0.872474,3.000,review
datasec:DATASEC/Voices/Voices-0814.wav,datasec:DATASEC/Voices/Voices-1380.wav,T3,0.872471,3.000,review
datasec:DATASEC/Voices/Voices-1225.wav,datasec:DATASEC/Voices/Voices-1252.wav,T3,0.872425,3.000,review
datasec:DATASEC/Voices/Voices-1464.wav,datasec:DATASEC/Voices/Voices-1465.wav,T3,0.872360,3.000,review
datasec:DATASEC/Music/Music-0029.wav,datasec:DATASEC/Thunder fireworks and gunshot/Fireworks/Fireworks-0056.wav,T3,0.872330,3.500,review
datasec:DATASEC/Voices/Voices-0826.wav,datasec:DATASEC/Voices/Voices-0905.wav,T3,0.872258,3.000,review
datasec:DATASEC/Voices/Voices-0583.wav,datasec:DATASEC/Voices/Voices-0634.wav,T3,0.872226,4.000,review
datasec:DATASEC/Voices/Voices-0374.wav,datasec:DATASEC/Voices/Voices-0581.wav,T3,0.872124,3.000,review
datasec:DATASEC/Voices/Voices-0433.wav,datasec:DATASEC/Voices/Voices-0640.wav,T3,0.872114,4.000,review
datasec:DATASEC/Music/Music-0125.wav,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0606.wav,T3,0.872075,5.000,review
datasec:DATASEC/Music/Music-0125.wav,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0622.wav,T3,0.872075,5.000,review
datasec:DATASEC/Dog barkings and howlings/Dog barkings and howlings-0047.wav,datasec:DATASEC/Dog barkings and howlings/Dog barkings and howlings-0048.wav,T3,0.872032,3.000,review
datasec:DATASEC/Music/Music-0178.wav,datasec:DATASEC/Music/Music-0361.wav,T3,0.871961,3.000,review
datasec:DATASEC/Voices/Voices-1273.wav,datasec:DATASEC/Voices/Voices-1329.wav,T3,0.871939,4.000,review
datasec:DATASEC/Voices/Voices-0980.wav,datasec:DATASEC/Voices/Voices-1024.wav,T3,0.871913,3.000,review
datasec:DATASEC/Voices/Voices-0342.wav,datasec:DATASEC/Voices/Voices-1824.wav,T3,0.871843,3.000,review
datasec:DATASEC/Thunder fireworks and gunshot/Fireworks/Fireworks-0037.wav,datasec:DATASEC/Thunder fireworks and gunshot/Fireworks/Fireworks-0068.wav,T3,0.871800,3.500,review
datasec:DATASEC/Voices/Voices-0814.wav,datasec:DATASEC/Voices/Voices-0844.wav,T3,0.871756,3.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0002.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0041.wav,T3,0.871733,32.000,review
datasec:DATASEC/Music/Music-0120.wav,datasec:DATASEC/Music/Music-0134.wav,T3,0.871729,3.000,review
datasec:DATASEC/Music/Music-0029.wav,datasec:DATASEC/Voices/Voices-1544.wav,T3,0.871621,3.000,review
datasec:DATASEC/Voices/Voices-0342.wav,datasec:DATASEC/Voices/Voices-1278.wav,T3,0.871608,3.500,review
datasec:DATASEC/Voices/Voices-1798.wav,datasec:DATASEC/Voices/Voices-1804.wav,T3,0.871604,3.000,review
datasec:DATASEC/Voices/Voices-1206.wav,datasec:DATASEC/Voices/Voices-1252.wav,T3,0.871548,4.000,review
datasec:DATASEC/Music/Music-0120.wav,datasec:DATASEC/Music/Music-0225.wav,T3,0.871547,5.500,review
datasec:DATASEC/Voices/Voices-1288.wav,datasec:DATASEC/Voices/Voices-1293.wav,T3,0.871501,3.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0022.wav,datasec:DATASEC/Glass breaking/Glass breaking-0063.wav,T3,0.871477,10.000,review
datasec:DATASEC/Voices/Voices-0404.wav,datasec:DATASEC/Voices/Voices-0634.wav,T3,0.871451,3.000,review
datasec:DATASEC/Voices/Voices-0644.wav,datasec:DATASEC/Voices/Voices-1232.wav,T3,0.871422,3.000,review
datasec:DATASEC/Voices/Voices-0840.wav,datasec:DATASEC/Voices/Voices-1262.wav,T3,0.871398,3.000,review
datasec:DATASEC/Voices/Voices-1316.wav,datasec:DATASEC/Voices/Voices-1323.wav,T3,0.871320,3.000,review
datasec:DATASEC/Voices/Voices-0826.wav,datasec:DATASEC/Voices/Voices-1421.wav,T3,0.871272,4.000,review
datasec:DATASEC/Voices/Voices-0327.wav,datasec:DATASEC/Voices/Voices-1812.wav,T3,0.871243,3.000,review
datasec:DATASEC/Voices/Voices-0667.wav,datasec:DATASEC/Voices/Voices-1253.wav,T3,0.871212,3.000,review
datasec:DATASEC/Voices/Voices-0648.wav,datasec:DATASEC/Voices/Voices-1411.wav,T3,0.871105,3.000,review
datasec:DATASEC/Music/Music-0234.wav,datasec:DATASEC/Music/Music-0277.wav,T3,0.871082,8.500,review
datasec:DATASEC/Voices/Voices-1304.wav,datasec:DATASEC/Voices/Voices-1336.wav,T3,0.871009,4.000,review
datasec:DATASEC/Voices/Voices-1262.wav,datasec:DATASEC/Voices/Voices-1812.wav,T3,0.870947,3.000,review
datasec:DATASEC/Voices/Voices-1312.wav,datasec:DATASEC/Voices/Voices-1329.wav,T3,0.870852,3.000,review
datasec:DATASEC/Music/Music-0178.wav,datasec:DATASEC/Music/Music-0320.wav,T3,0.870819,3.000,review
datasec:DATASEC/Voices/Voices-0277.wav,datasec:DATASEC/Voices/Voices-1232.wav,T3,0.870701,3.000,review
datasec:DATASEC/Voices/Voices-1321.wav,datasec:DATASEC/Voices/Voices-1800.wav,T3,0.870694,3.000,review
datasec:DATASEC/Workshop/saw/saw-0037.wav,datasec:DATASEC/Workshop/saw/saw-0038.wav,T3,0.870649,3.500,review
datasec:DATASEC/Glass breaking/Glass breaking-0042.wav,datasec:DATASEC/Glass breaking/Glass breaking-0080.wav,T3,0.870565,10.000,review
datasec:DATASEC/Voices/Voices-0370.wav,datasec:DATASEC/Voices/Voices-0634.wav,T3,0.870501,3.500,review
datasec:DATASEC/Voices/Voices-1285.wav,datasec:DATASEC/Voices/Voices-1323.wav,T3,0.870465,3.500,review
datasec:DATASEC/Cicadas and crickets/Crickets/Crickets-0009.wav,datasec:DATASEC/Cicadas and crickets/Crickets/Crickets-0010.wav,T3,0.870446,4.000,review
datasec:DATASEC/Voices/Voices-0370.wav,datasec:DATASEC/Voices/Voices-0412.wav,T3,0.870395,3.000,review
datasec:DATASEC/Voices/Voices-0439.wav,datasec:DATASEC/Voices/Voices-1262.wav,T3,0.870352,3.000,review
datasec:DATASEC/Voices/Voices-1293.wav,datasec:DATASEC/Voices/Voices-1322.wav,T3,0.870349,3.500,review
datasec:DATASEC/Voices/Voices-0277.wav,datasec:DATASEC/Voices/Voices-0342.wav,T3,0.870299,4.000,review
datasec:DATASEC/Voices/Voices-1323.wav,datasec:DATASEC/Voices/Voices-1333.wav,T3,0.870285,3.000,review
datasec:DATASEC/Voices/Voices-0827.wav,datasec:DATASEC/Voices/Voices-0905.wav,T3,0.870268,3.000,review
datasec:DATASEC/Dog barkings and howlings/Dog barkings and howlings-0048.wav,datasec:DATASEC/Dog barkings and howlings/Dog barkings and howlings-0050.wav,T3,0.870261,5.000,review
datasec:DATASEC/Voices/Voices-0581.wav,datasec:DATASEC/Voices/Voices-0583.wav,T3,0.870248,3.000,review
datasec:DATASEC/Voices/Voices-1288.wav,datasec:DATASEC/Voices/Voices-1776.wav,T3,0.870246,3.500,review
datasec:DATASEC/Glass breaking/Glass breaking-0022.wav,datasec:DATASEC/Glass breaking/Glass breaking-0061.wav,T3,0.870234,8.500,review
datasec:DATASEC/Voices/Voices-0636.wav,datasec:DATASEC/Voices/Voices-0661.wav,T3,0.870181,3.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0022.wav,datasec:DATASEC/Glass breaking/Glass breaking-0068.wav,T3,0.870139,13.000,review
datasec:DATASEC/Music/Music-0168.wav,datasec:DATASEC/Music/Music-0891.wav,T3,0.870105,3.000,review
datasec:DATASEC/Voices/Voices-0374.wav,datasec:DATASEC/Voices/Voices-0433.wav,T3,0.870101,3.000,review
datasec:DATASEC/Voices/Voices-0581.wav,datasec:DATASEC/Voices/Voices-1232.wav,T3,0.870087,3.000,review
datasec:DATASEC/Voices/Voices-0978.wav,datasec:DATASEC/Voices/Voices-0980.wav,T3,0.870086,3.000,review
datasec:DATASEC/Voices/Voices-0582.wav,datasec:DATASEC/Voices/Voices-0651.wav,T3,0.869994,3.000,review
datasec:DATASEC/Voices/Voices-0634.wav,datasec:DATASEC/Voices/Voices-1262.wav,T3,0.869970,3.000,review
datasec:DATASEC/Voices/Voices-1128.wav,datasec:DATASEC/Voices/Voices-1165.wav,T3,0.869935,3.500,review
datasec:DATASEC/Voices/Voices-0403.wav,datasec:DATASEC/Voices/Voices-0640.wav,T3,0.869893,3.000,review
datasec:DATASEC/Voices/Voices-1278.wav,datasec:DATASEC/Voices/Voices-1776.wav,T3,0.869827,3.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0033.wav,datasec:DATASEC/Glass breaking/Glass breaking-0081.wav,T3,0.869815,3.000,review
datasec:DATASEC/Voices/Voices-1267.wav,datasec:DATASEC/Voices/Voices-1824.wav,T3,0.869814,3.000,review
datasec:DATASEC/Voices/Voices-0846.wav,datasec:DATASEC/Voices/Voices-0980.wav,T3,0.869795,3.000,review
datasec:DATASEC/Voices/Voices-1776.wav,datasec:DATASEC/Voices/Voices-1786.wav,T3,0.869742,3.000,review
datasec:DATASEC/Voices/Voices-0586.wav,datasec:DATASEC/Voices/Voices-0666.wav,T3,0.869709,3.000,review
datasec:DATASEC/Voices/Voices-0849.wav,datasec:DATASEC/Voices/Voices-0896.wav,T3,0.869651,3.000,review
datasec:DATASEC/Voices/Voices-0208.wav,datasec:DATASEC/Voices/Voices-0241.wav,T3,0.869589,3.000,review
datasec:DATASEC/Voices/Voices-0327.wav,datasec:DATASEC/Voices/Voices-1322.wav,T3,0.869561,3.000,review
datasec:DATASEC/Vacuum cleaner fan and hairdryer/fan/fan-0013.wav,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0323.wav,T3,0.869424,5.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0053.wav,datasec:DATASEC/Glass breaking/Glass breaking-0060.wav,T3,0.869405,3.000,review
datasec:DATASEC/Voices/Voices-0651.wav,datasec:DATASEC/Voices/Voices-1262.wav,T3,0.869352,4.500,review
datasec:DATASEC/Music/Music-0234.wav,datasec:DATASEC/Thunder fireworks and gunshot/Fireworks/Fireworks-0056.wav,T3,0.869347,3.000,review
datasec:DATASEC/Music/Music-0178.wav,datasec:DATASEC/Music/Music-0328.wav,T3,0.869346,4.000,review
datasec:DATASEC/Voices/Voices-0051.wav,datasec:DATASEC/Voices/Voices-1015.wav,T3,0.869346,3.000,review
datasec:DATASEC/Voices/Voices-0342.wav,datasec:DATASEC/Voices/Voices-0404.wav,T3,0.869295,4.000,review
datasec:DATASEC/Music/Music-0125.wav,datasec:DATASEC/Music/Music-0168.wav,T3,0.869293,3.000,review
datasec:DATASEC/Voices/Voices-1232.wav,datasec:DATASEC/Voices/Voices-1380.wav,T3,0.869287,3.000,review
datasec:DATASEC/Voices/Voices-0677.wav,datasec:DATASEC/Voices/Voices-1262.wav,T3,0.869285,3.500,review
datasec:DATASEC/Voices/Voices-1374.wav,datasec:DATASEC/Voices/Voices-1401.wav,T3,0.869283,3.000,review
datasec:DATASEC/Voices/Voices-0586.wav,datasec:DATASEC/Voices/Voices-0791.wav,T3,0.869141,3.000,review
datasec:DATASEC/Voices/Voices-0486.wav,datasec:DATASEC/Voices/Voices-0544.wav,T3,0.869126,3.000,review
datasec:DATASEC/Voices/Voices-1329.wav,datasec:DATASEC/Voices/Voices-1336.wav,T3,0.869080,5.500,review
datasec:DATASEC/Crows seagulls and magpies/Crows/Crows-0045.wav,datasec:DATASEC/Crows seagulls and magpies/Crows/Crows-0046.wav,T3,0.869038,4.500,review
datasec:DATASEC/Voices/Voices-1786.wav,datasec:DATASEC/Voices/Voices-1787.wav,T3,0.869037,3.000,review
datasec:DATASEC/Voices/Voices-0005.wav,datasec:DATASEC/Voices/Voices-0045.wav,T3,0.869035,3.500,review
datasec:DATASEC/Wind turbine/Wind turbine-0007.wav,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0717.wav,T3,0.868997,25.500,review
datasec:DATASEC/Voices/Voices-0413.wav,datasec:DATASEC/Voices/Voices-0634.wav,T3,0.868976,4.000,review
datasec:DATASEC/Voices/Voices-0327.wav,datasec:DATASEC/Voices/Voices-1800.wav,T3,0.868938,3.000,review
datasec:DATASEC/Voices/Voices-0978.wav,datasec:DATASEC/Voices/Voices-1001.wav,T3,0.868911,3.000,review
datasec:DATASEC/Voices/Voices-1285.wav,datasec:DATASEC/Voices/Voices-1309.wav,T3,0.868829,8.000,review
datasec:DATASEC/Voices/Voices-0329.wav,datasec:DATASEC/Voices/Voices-1322.wav,T3,0.868803,3.500,review
datasec:DATASEC/Voices/Voices-0631.wav,datasec:DATASEC/Voices/Voices-0634.wav,T3,0.868762,4.000,review
datasec:DATASEC/Voices/Voices-1312.wav,datasec:DATASEC/Voices/Voices-1318.wav,T3,0.868729,4.000,review
datasec:DATASEC/Voices/Voices-1304.wav,datasec:DATASEC/Voices/Voices-1309.wav,T3,0.868724,5.500,review
datasec:DATASEC/Voices/Voices-0766.wav,datasec:DATASEC/Voices/Voices-0874.wav,T3,0.868660,3.000,review
datasec:DATASEC/Voices/Voices-0640.wav,datasec:DATASEC/Voices/Voices-0651.wav,T3,0.868654,4.500,review
datasec:DATASEC/Glass breaking/Glass breaking-0022.wav,datasec:DATASEC/Glass breaking/Glass breaking-0065.wav,T3,0.868618,30.000,review
datasec:DATASEC/Voices/Voices-1262.wav,datasec:DATASEC/Voices/Voices-1278.wav,T3,0.868588,3.000,review
datasec:DATASEC/Voices/Voices-0581.wav,datasec:DATASEC/Voices/Voices-0610.wav,T3,0.868555,4.000,review
datasec:DATASEC/Voices/Voices-1791.wav,datasec:DATASEC/Voices/Voices-1800.wav,T3,0.868545,3.000,review
datasec:DATASEC/Thunder fireworks and gunshot/Fireworks/Fireworks-0043.wav,datasec:DATASEC/Voices/Voices-1232.wav,T3,0.868537,3.000,review
datasec:DATASEC/Voices/Voices-0327.wav,datasec:DATASEC/Voices/Voices-0433.wav,T3,0.868524,3.000,review
datasec:DATASEC/Voices/Voices-0915.wav,datasec:DATASEC/Voices/Voices-0999.wav,T3,0.868516,4.500,review
datasec:DATASEC/Voices/Voices-0155.wav,datasec:DATASEC/Voices/Voices-0220.wav,T3,0.868512,3.000,review
datasec:DATASEC/Music/Music-0120.wav,datasec:DATASEC/Music/Music-0390.wav,T3,0.868511,4.000,review
datasec:DATASEC/Voices/Voices-1252.wav,datasec:DATASEC/Voices/Voices-1824.wav,T3,0.868447,3.000,review
datasec:DATASEC/Voices/Voices-0403.wav,datasec:DATASEC/Voices/Voices-0661.wav,T3,0.868310,3.000,review
datasec:DATASEC/Voices/Voices-0840.wav,datasec:DATASEC/Voices/Voices-1266.wav,T3,0.868308,3.500,review
datasec:DATASEC/Voices/Voices-1322.wav,datasec:DATASEC/Voices/Voices-1329.wav,T3,0.868287,3.000,review
datasec:DATASEC/Voices/Voices-1278.wav,datasec:DATASEC/Voices/Voices-1321.wav,T3,0.868253,4.500,review
datasec:DATASEC/Voices/Voices-1285.wav,datasec:DATASEC/Voices/Voices-1329.wav,T3,0.868102,5.500,review
datasec:DATASEC/Voices/Voices-1015.wav,datasec:DATASEC/Voices/Voices-1266.wav,T3,0.868092,3.000,review
datasec:DATASEC/Voices/Voices-1304.wav,datasec:DATASEC/Voices/Voices-1323.wav,T3,0.868082,4.500,review
datasec:DATASEC/Voices/Voices-0644.wav,datasec:DATASEC/Voices/Voices-1288.wav,T3,0.868037,3.500,review
datasec:DATASEC/Voices/Voices-0610.wav,datasec:DATASEC/Voices/Voices-0634.wav,T3,0.868034,4.000,review
datasec:DATASEC/Music/Music-0178.wav,datasec:DATASEC/Music/Music-0385.wav,T3,0.868023,3.500,review
datasec:DATASEC/Glass breaking/Glass breaking-0078.wav,datasec:DATASEC/Glass breaking/Glass breaking-0079.wav,T3,0.868011,26.500,review
datasec:DATASEC/Voices/Voices-1273.wav,datasec:DATASEC/Voices/Voices-1336.wav,T3,0.867924,4.500,review
datasec:DATASEC/Voices/Voices-0783.wav,datasec:DATASEC/Voices/Voices-0826.wav,T3,0.867918,4.000,review
datasec:DATASEC/Voices/Voices-0667.wav,datasec:DATASEC/Voices/Voices-1262.wav,T3,0.867883,3.000,review
datasec:DATASEC/Workshop/drill/drill-0031.wav,datasec:DATASEC/Workshop/drill/drill-0032.wav,T3,0.867881,3.000,review
datasec:DATASEC/Voices/Voices-0143.wav,datasec:DATASEC/Voices/Voices-0225.wav,T3,0.867853,3.000,review
datasec:DATASEC/Vacuum cleaner fan and hairdryer/vacuum cleaner/vacuum cleaner-0022.wav,datasec:DATASEC/Vacuum cleaner fan and hairdryer/vacuum cleaner/vacuum cleaner-0023.wav,T3,0.867831,3.500,review
datasec:DATASEC/Voices/Voices-0999.wav,datasec:DATASEC/Voices/Voices-1015.wav,T3,0.867797,3.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0047.wav,datasec:DATASEC/Glass breaking/Glass breaking-0049.wav,T3,0.867749,59.000,review
datasec:DATASEC/Voices/Voices-1014.wav,datasec:DATASEC/Voices/Voices-1024.wav,T3,0.867737,3.000,review
datasec:DATASEC/Voices/Voices-1273.wav,datasec:DATASEC/Voices/Voices-1318.wav,T3,0.867723,3.000,review
datasec:DATASEC/Voices/Voices-0342.wav,datasec:DATASEC/Voices/Voices-1228.wav,T3,0.867704,3.000,review
datasec:DATASEC/Voices/Voices-1278.wav,datasec:DATASEC/Voices/Voices-1312.wav,T3,0.867690,3.500,review
datasec:DATASEC/Voices/Voices-0814.wav,datasec:DATASEC/Voices/Voices-0895.wav,T3,0.867674,3.000,review
datasec:DATASEC/Voices/Voices-1225.wav,datasec:DATASEC/Voices/Voices-1238.wav,T3,0.867665,3.000,review
datasec:DATASEC/Cicadas and crickets/Cicadas/Cicadas-0052.wav,datasec:DATASEC/Music/Music-0198.wav,T3,0.867619,11.500,review
datasec:DATASEC/Cicadas and crickets/Cicadas/Cicadas-0051.wav,datasec:DATASEC/Music/Music-0198.wav,T3,0.867613,11.500,review
datasec:DATASEC/Voices/Voices-0982.wav,datasec:DATASEC/Voices/Voices-0995.wav,T3,0.867579,3.500,review
datasec:DATASEC/Voices/Voices-1246.wav,datasec:DATASEC/Voices/Voices-1824.wav,T3,0.867521,3.000,review
datasec:DATASEC/Voices/Voices-0637.wav,datasec:DATASEC/Voices/Voices-0677.wav,T3,0.867516,3.500,review
datasec:DATASEC/Voices/Voices-0814.wav,datasec:DATASEC/Voices/Voices-0896.wav,T3,0.867514,3.000,review
datasec:DATASEC/Voices/Voices-1293.wav,datasec:DATASEC/Voices/Voices-1309.wav,T3,0.867505,5.000,review
datasec:DATASEC/Voices/Voices-1775.wav,datasec:DATASEC/Voices/Voices-1776.wav,T3,0.867468,4.500,review
datasec:DATASEC/Voices/Voices-0581.wav,datasec:DATASEC/Voices/Voices-0677.wav,T3,0.867401,3.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Lawn mower/Lawn mower-0018.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Olive shaker/Olive shaker-0014.wav,T3,0.867379,26.000,review
datasec:DATASEC/Voices/Voices-1801.wav,datasec:DATASEC/Voices/Voices-1824.wav,T3,0.867276,3.000,review
datasec:DATASEC/Voices/Voices-0329.wav,datasec:DATASEC/Voices/Voices-1812.wav,T3,0.867240,3.500,review
datasec:DATASEC/Voices/Voices-0774.wav,datasec:DATASEC/Voices/Voices-1262.wav,T3,0.867109,3.000,review
datasec:DATASEC/Voices/Voices-1323.wav,datasec:DATASEC/Voices/Voices-1337.wav,T3,0.867009,3.500,review
datasec:DATASEC/Music/Music-0029.wav,datasec:DATASEC/Music/Music-0125.wav,T3,0.866873,5.000,review
datasec:DATASEC/Voices/Voices-1421.wav,datasec:DATASEC/Voices/Voices-1478.wav,T3,0.866761,3.000,review
datasec:DATASEC/Voices/Voices-0631.wav,datasec:DATASEC/Voices/Voices-0677.wav,T3,0.866744,3.000,review
datasec:DATASEC/Voices/Voices-0954.wav,datasec:DATASEC/Voices/Voices-1016.wav,T3,0.866734,3.000,review
datasec:DATASEC/Music/Music-0120.wav,datasec:DATASEC/Music/Music-0891.wav,T3,0.866649,3.500,review
datasec:DATASEC/Voices/Voices-0844.wav,datasec:DATASEC/Voices/Voices-1377.wav,T3,0.866642,3.000,review
datasec:DATASEC/Voices/Voices-1309.wav,datasec:DATASEC/Voices/Voices-1328.wav,T3,0.866619,3.000,review
datasec:DATASEC/Voices/Voices-0313.wav,datasec:DATASEC/Voices/Voices-0425.wav,T3,0.866578,3.000,review
datasec:DATASEC/Voices/Voices-1312.wav,datasec:DATASEC/Voices/Voices-1322.wav,T3,0.866571,4.500,review
datasec:DATASEC/Voices/Voices-0841.wav,datasec:DATASEC/Voices/Voices-0856.wav,T3,0.866545,3.000,review
datasec:DATASEC/Voices/Voices-0826.wav,datasec:DATASEC/Voices/Voices-0844.wav,T3,0.866526,3.000,review
datasec:DATASEC/Voices/Voices-1224.wav,datasec:DATASEC/Voices/Voices-1225.wav,T3,0.866525,3.000,review
datasec:DATASEC/Voices/Voices-1015.wav,datasec:DATASEC/Voices/Voices-1232.wav,T3,0.866468,3.000,review
